file_id	is_processed	file_path	start	end
M01003Q62	True	M01003Q62.tab	100000	0
M01004ODT	True	M01004ODT.tab	100000	0
M01000HCW	True	M01000HCW.tab	100000	0
M01004LC7	True	M01004LC7.tab	100000	0
M01004SZ1	True	M01004SZ1.tab	100000	0
M01003KSY	True	M01003KSY.tab	100000	0
M01003WGF	True	M01003WGF.tab	100000	0
M01000HQW	True	M01000HQW.tab	100000	0
M010042Q8	True	M010042Q8.tab	100000	0
M010007YB	True	M010007YB.tab	100000	0
M01003S5S	True	M01003S5S.tab	100000	0
M01003JHU	True	M01003JHU.tab	100000	0
M01004SXF	True	M01004SXF.tab	100000	0
M01000FIS	True	M01000FIS.tab	100000	0
M01003NF7	True	M01003NF7.tab	100000	0
M01000EY5	True	M01000EY5.tab	100000	0
M01000HJK	True	M01000HJK.tab	100000	0
M01004T6N	True	M01004T6N.tab	100000	0
M01000F6I	True	M01000F6I.tab	100000	0
M01003TFZ	True	M01003TFZ.tab	100000	0
M01003OEB	True	M01003OEB.tab	100000	0
M01000H2J	True	M01000H2J.tab	100000	0
M01003UPR	True	M01003UPR.tab	100000	0
M01000HOS	True	M01000HOS.tab	100000	0
M010040M7	True	M010040M7.tab	100000	0
M010006ZQ	True	M010006ZQ.tab	100000	0
M01000HTQ	True	M01000HTQ.tab	100000	0
M01000F30	True	M01000F30.tab	100000	0
M01004EYZ	True	M01004EYZ.tab	100000	0
M01004B6K	True	M01004B6K.tab	100000	0
M01000FKN	True	M01000FKN.tab	100000	0
M01000HMD	True	M01000HMD.tab	100000	0
M010008QV	True	M010008QV.tab	100000	0
M01003NAC	True	M01003NAC.tab	100000	0
M01003TGZ	True	M01003TGZ.tab	100000	0
M0100404Y	True	M0100404Y.tab	100000	0
M01003P92	True	M01003P92.tab	100000	0
M01003RLH	True	M01003RLH.tab	100000	0
M01000F12	True	M01000F12.tab	100000	0
M01003YZU	True	M01003YZU.tab	100000	0
M01003YJQ	True	M01003YJQ.tab	100000	0
M01003T9U	True	M01003T9U.tab	100000	0
M01000FHR	True	M01000FHR.tab	100000	0
M01004AL9	True	M01004AL9.tab	100000	0
M01000548	True	M01000548.tab	100000	0
M01000HAS	True	M01000HAS.tab	100000	0
M01003R6V	True	M01003R6V.tab	100000	0
M01003TB5	True	M01003TB5.tab	100000	0
M010008AD	True	M010008AD.tab	100000	0
M01003Y4I	True	M01003Y4I.tab	100000	0
M01003SK2	True	M01003SK2.tab	100000	0
M01003QGT	True	M01003QGT.tab	100000	0
M01003WU6	True	M01003WU6.tab	100000	0
M01003K4X	True	M01003K4X.tab	100000	0
M01003T3K	True	M01003T3K.tab	100000	0
M01003VUQ	True	M01003VUQ.tab	100000	0
M01003O1F	True	M01003O1F.tab	100000	0
M01003TM4	True	M01003TM4.tab	100000	0
M010007XR	True	M010007XR.tab	100000	0
M01003WO0	True	M01003WO0.tab	100000	0
M01003M2L	True	M01003M2L.tab	100000	0
M010008RY	True	M010008RY.tab	100000	0
M01004KDL	True	M01004KDL.tab	100000	0
M01000F9X	True	M01000F9X.tab	100000	0
M01004GEP	True	M01004GEP.tab	100000	0
M01003M0I	True	M01003M0I.tab	100000	0
M01000FAC	True	M01000FAC.tab	100000	0
M01003V7Q	True	M01003V7Q.tab	100000	0
M01004GB3	True	M01004GB3.tab	100000	0
M01003KZ6	True	M01003KZ6.tab	100000	0
M01000FKI	True	M01000FKI.tab	100000	0
M01000EYZ	True	M01000EYZ.tab	100000	0
M01000EZY	True	M01000EZY.tab	100000	0
M01003WZZ	True	M01003WZZ.tab	100000	0
M0100405W	True	M0100405W.tab	100000	0
M0100492M	True	M0100492M.tab	100000	0
M01004FCX	True	M01004FCX.tab	100000	0
M01004PHY	True	M01004PHY.tab	100000	0
M01003OS8	True	M01003OS8.tab	100000	0
M0100085K	True	M0100085K.tab	100000	0
M01003NKV	True	M01003NKV.tab	100000	0
M0100086H	True	M0100086H.tab	100000	0
M01003VWM	True	M01003VWM.tab	100000	0
M01003NUE	True	M01003NUE.tab	100000	0
M01000721	True	M01000721.tab	100000	0
M01003O8S	True	M01003O8S.tab	100000	0
M01003XBL	True	M01003XBL.tab	100000	0
M010040DN	True	M010040DN.tab	100000	0
M01003N6D	True	M01003N6D.tab	100000	0
M01003MAI	True	M01003MAI.tab	100000	0
M01003SUJ	True	M01003SUJ.tab	100000	0
M01003XPK	True	M01003XPK.tab	100000	0
M01003RNC	True	M01003RNC.tab	100000	0
M01000HLS	True	M01000HLS.tab	100000	0
M01003N5M	True	M01003N5M.tab	100000	0
M01003VOO	True	M01003VOO.tab	100000	0
M01000H6B	True	M01000H6B.tab	100000	0
M010008OZ	True	M010008OZ.tab	100000	0
M01003R6A	True	M01003R6A.tab	100000	0
M01003TXO	True	M01003TXO.tab	100000	0
M01004KV6	True	M01004KV6.tab	100000	0
M01000HFJ	True	M01000HFJ.tab	100000	0
M01000HR2	True	M01000HR2.tab	100000	0
M01003N6I	True	M01003N6I.tab	100000	0
M01003VWX	True	M01003VWX.tab	100000	0
M01003SYE	True	M01003SYE.tab	100000	0
M01003NB4	True	M01003NB4.tab	100000	0
M01003R3A	True	M01003R3A.tab	100000	0
M01004DN0	True	M01004DN0.tab	100000	0
M01000H14	True	M01000H14.tab	100000	0
M01003TJW	True	M01003TJW.tab	100000	0
M01000EYU	True	M01000EYU.tab	100000	0
M01004IZD	True	M01004IZD.tab	100000	0
M01000F72	True	M01000F72.tab	100000	0
M010040HF	True	M010040HF.tab	100000	0
M01003TO9	True	M01003TO9.tab	100000	0
M01003V4P	True	M01003V4P.tab	100000	0
M01003T60	True	M01003T60.tab	100000	0
M010007RK	True	M010007RK.tab	100000	0
M01004H8C	True	M01004H8C.tab	100000	0
M01000HTB	True	M01000HTB.tab	100000	0
M01003SWY	True	M01003SWY.tab	100000	0
M01004V1Z	True	M01004V1Z.tab	100000	0
M01003ZCX	True	M01003ZCX.tab	100000	0
M01003KEC	True	M01003KEC.tab	100000	0
M01000F1W	True	M01000F1W.tab	100000	0
M010040H4	True	M010040H4.tab	100000	0
M01003VKS	True	M01003VKS.tab	100000	0
M01003OV8	True	M01003OV8.tab	100000	0
M010008GG	True	M010008GG.tab	100000	0
M01003QIW	True	M01003QIW.tab	100000	0
M01000F03	True	M01000F03.tab	100000	0
M010007XV	True	M010007XV.tab	100000	0
M01003US1	True	M01003US1.tab	100000	0
M010008FC	True	M010008FC.tab	100000	0
M01003RIE	True	M01003RIE.tab	100000	0
M01003RAC	True	M01003RAC.tab	100000	0
M01003V4H	True	M01003V4H.tab	100000	0
M01003Z3Y	True	M01003Z3Y.tab	100000	0
M01003M1Z	True	M01003M1Z.tab	100000	0
M01003MFB	True	M01003MFB.tab	100000	0
M01003PAJ	True	M01003PAJ.tab	100000	0
M01004188	True	M01004188.tab	100000	0
M01003WSU	True	M01003WSU.tab	100000	0
M010040SN	True	M010040SN.tab	100000	0
M01003QYL	True	M01003QYL.tab	100000	0
M01003LZW	True	M01003LZW.tab	100000	0
M01003PS5	True	M01003PS5.tab	100000	0
M01000F08	True	M01000F08.tab	100000	0
M01003N8Z	True	M01003N8Z.tab	100000	0
M01003YQK	True	M01003YQK.tab	100000	0
M01003YCT	True	M01003YCT.tab	100000	0
M01003ST1	True	M01003ST1.tab	100000	0
M01003YKM	True	M01003YKM.tab	100000	0
M01003TIF	True	M01003TIF.tab	100000	0
M010008AV	True	M010008AV.tab	100000	0
M01003K15	True	M01003K15.tab	100000	0
M01000HP7	True	M01000HP7.tab	100000	0
M010047PR	True	M010047PR.tab	100000	0
M01003NHJ	True	M01003NHJ.tab	100000	0
M01003L4T	True	M01003L4T.tab	100000	0
M01004RCU	True	M01004RCU.tab	100000	0
M01003NIW	True	M01003NIW.tab	100000	0
M01000HNI	True	M01000HNI.tab	100000	0
M01003PHF	True	M01003PHF.tab	100000	0
M01003QD5	True	M01003QD5.tab	100000	0
M01003WYF	True	M01003WYF.tab	100000	0
M01004HKX	True	M01004HKX.tab	100000	0
M01003RUA	True	M01003RUA.tab	100000	0
M01003KWW	True	M01003KWW.tab	100000	0
M01004THQ	True	M01004THQ.tab	100000	0
M01003PZC	True	M01003PZC.tab	100000	0
M01003M7G	True	M01003M7G.tab	100000	0
M010008CL	True	M010008CL.tab	100000	0
M01003S5Q	True	M01003S5Q.tab	100000	0
M01003LXV	True	M01003LXV.tab	100000	0
M01000FBR	True	M01000FBR.tab	100000	0
M01000F8I	True	M01000F8I.tab	100000	0
M01003WZF	True	M01003WZF.tab	100000	0
M01004PV3	True	M01004PV3.tab	100000	0
M01000HPW	True	M01000HPW.tab	100000	0
M010006ZL	True	M010006ZL.tab	100000	0
M01004UTR	True	M01004UTR.tab	100000	0
M01003QU6	True	M01003QU6.tab	100000	0
M010042G0	True	M010042G0.tab	100000	0
M01003N9I	True	M01003N9I.tab	100000	0
M010006L2	True	M010006L2.tab	100000	0
M01003OZ6	True	M01003OZ6.tab	100000	0
M01003OTD	True	M01003OTD.tab	100000	0
M01003X6Y	True	M01003X6Y.tab	100000	0
M01000FJX	True	M01000FJX.tab	100000	0
M01000HIQ	True	M01000HIQ.tab	100000	0
M01000H0E	True	M01000H0E.tab	100000	0
M0100402I	True	M0100402I.tab	100000	0
M01003PAV	True	M01003PAV.tab	100000	0
M01003RKZ	True	M01003RKZ.tab	100000	0
M01003WIV	True	M01003WIV.tab	100000	0
M01003TMQ	True	M01003TMQ.tab	100000	0
M01003SNP	True	M01003SNP.tab	100000	0
M01004008	True	M01004008.tab	100000	0
M010008Q7	True	M010008Q7.tab	100000	0
M01003XDT	True	M01003XDT.tab	100000	0
M01000FAH	True	M01000FAH.tab	100000	0
M01003MJ8	True	M01003MJ8.tab	100000	0
M010006L1	True	M010006L1.tab	100000	0
M01003RUO	True	M01003RUO.tab	100000	0
M010007SS	True	M010007SS.tab	100000	0
M01000H5M	True	M01000H5M.tab	100000	0
M01003O4L	True	M01003O4L.tab	100000	0
M01003K8J	True	M01003K8J.tab	100000	0
M01003YKE	True	M01003YKE.tab	100000	0
M01000FK3	True	M01000FK3.tab	100000	0
M01000HC7	True	M01000HC7.tab	100000	0
M01000HIL	True	M01000HIL.tab	100000	0
M01003YT1	True	M01003YT1.tab	100000	0
M01003QV4	True	M01003QV4.tab	100000	0
M01000H9T	True	M01000H9T.tab	100000	0
M01003VVZ	True	M01003VVZ.tab	100000	0
M01003T1O	True	M01003T1O.tab	100000	0
M01003KMN	True	M01003KMN.tab	100000	0
M01003N5G	True	M01003N5G.tab	100000	0
M01000HPM	True	M01000HPM.tab	100000	0
M01004FSC	True	M01004FSC.tab	100000	0
M01003WJM	True	M01003WJM.tab	100000	0
M01003QFH	True	M01003QFH.tab	100000	0
M01000FX7	True	M01000FX7.tab	100000	0
M0100412Q	True	M0100412Q.tab	100000	0
M010008I9	True	M010008I9.tab	100000	0
M01003LAJ	True	M01003LAJ.tab	100000	0
M01003OL0	True	M01003OL0.tab	100000	0
M010040FX	True	M010040FX.tab	100000	0
M01003KC5	True	M01003KC5.tab	100000	0
M010006RQ	True	M010006RQ.tab	100000	0
M0100086N	True	M0100086N.tab	100000	0
M01000FBM	True	M01000FBM.tab	100000	0
M01003O3O	True	M01003O3O.tab	100000	0
M010006KK	True	M010006KK.tab	100000	0
M01003QE4	True	M01003QE4.tab	100000	0
M01003UL0	True	M01003UL0.tab	100000	0
M01003S63	True	M01003S63.tab	100000	0
M01003R2J	True	M01003R2J.tab	100000	0
M01000HGI	True	M01000HGI.tab	100000	0
M010008VE	True	M010008VE.tab	100000	0
M01003S13	True	M01003S13.tab	100000	0
M01000FWP	True	M01000FWP.tab	100000	0
M01003U1D	True	M01003U1D.tab	100000	0
M01003WXT	True	M01003WXT.tab	100000	0
M01000H6L	True	M01000H6L.tab	100000	0
M01003UV8	True	M01003UV8.tab	100000	0
M01000HRH	True	M01000HRH.tab	100000	0
M01003W02	True	M01003W02.tab	100000	0
M01003WME	True	M01003WME.tab	100000	0
M0100409H	True	M0100409H.tab	100000	0
M01003RM6	True	M01003RM6.tab	100000	0
M01000FBW	True	M01000FBW.tab	100000	0
M01000HE8	True	M01000HE8.tab	100000	0
M01003PJG	True	M01003PJG.tab	100000	0
M01003L2W	True	M01003L2W.tab	100000	0
M01003NHO	True	M01003NHO.tab	100000	0
M01003N4B	True	M01003N4B.tab	100000	0
M010040RH	True	M010040RH.tab	100000	0
M01004VYX	True	M01004VYX.tab	100000	0
M01003Q7W	True	M01003Q7W.tab	100000	0
M01003UWL	True	M01003UWL.tab	100000	0
M010043QC	True	M010043QC.tab	100000	0
M01003UM9	True	M01003UM9.tab	100000	0
M010008TH	True	M010008TH.tab	100000	0
M01003NZ3	True	M01003NZ3.tab	100000	0
M01003TUY	True	M01003TUY.tab	100000	0
M01000H9J	True	M01000H9J.tab	100000	0
M01003OAC	True	M01003OAC.tab	100000	0
M01000F7S	True	M01000F7S.tab	100000	0
M01003JP8	True	M01003JP8.tab	100000	0
M01003OGM	True	M01003OGM.tab	100000	0
M01003MJR	True	M01003MJR.tab	100000	0
M01003WIM	True	M01003WIM.tab	100000	0
M010047AU	True	M010047AU.tab	100000	0
M01003YFT	True	M01003YFT.tab	100000	0
M01003LV3	True	M01003LV3.tab	100000	0
M01000F7N	True	M01000F7N.tab	100000	0
M01003MY0	True	M01003MY0.tab	100000	0
M01004W7Z	True	M01004W7Z.tab	100000	0
M01003KTZ	True	M01003KTZ.tab	100000	0
M010040I0	True	M010040I0.tab	100000	0
M010040HQ	True	M010040HQ.tab	100000	0
M01004GSY	True	M01004GSY.tab	100000	0
M01000F4T	True	M01000F4T.tab	100000	0
M01000FM5	True	M01000FM5.tab	100000	0
M01000H29	True	M01000H29.tab	100000	0
M01000HTG	True	M01000HTG.tab	100000	0
M0100054L	True	M0100054L.tab	100000	0
M01003Y3T	True	M01003Y3T.tab	100000	0
M01003T7W	True	M01003T7W.tab	100000	0
M01003N75	True	M01003N75.tab	100000	0
M010044ZJ	True	M010044ZJ.tab	100000	0
M01000HEZ	True	M01000HEZ.tab	100000	0
M01000H9Y	True	M01000H9Y.tab	100000	0
M01000HU5	True	M01000HU5.tab	100000	0
M01000H7B	True	M01000H7B.tab	100000	0
M01003JVY	True	M01003JVY.tab	100000	0
M01000EZ9	True	M01000EZ9.tab	100000	0
M01004T3V	True	M01004T3V.tab	100000	0
M01003OYF	True	M01003OYF.tab	100000	0
M0100054S	True	M0100054S.tab	100000	0
M01004K6O	True	M01004K6O.tab	100000	0
M01003O9W	True	M01003O9W.tab	100000	0
M01000FGI	True	M01000FGI.tab	100000	0
M01003K1U	True	M01003K1U.tab	100000	0
M01004PUW	True	M01004PUW.tab	100000	0
M01003V2S	True	M01003V2S.tab	100000	0
M010006KQ	True	M010006KQ.tab	100000	0
M010044NS	True	M010044NS.tab	100000	0
M01004VVG	True	M01004VVG.tab	100000	0
M01003M3A	True	M01003M3A.tab	100000	0
M01003ZQ1	True	M01003ZQ1.tab	100000	0
M01000H38	True	M01000H38.tab	100000	0
M01003VFN	True	M01003VFN.tab	100000	0
M010047ZZ	True	M010047ZZ.tab	100000	0
M01000832	True	M01000832.tab	100000	0
M01003WXM	True	M01003WXM.tab	100000	0
M01003SN2	True	M01003SN2.tab	100000	0
M01003XXV	True	M01003XXV.tab	100000	0
M01000FEO	True	M01000FEO.tab	100000	0
M01004NKE	True	M01004NKE.tab	100000	0
M01000F8X	True	M01000F8X.tab	100000	0
M010007TU	True	M010007TU.tab	100000	0
M01004FS6	True	M01004FS6.tab	100000	0
M01003YKY	True	M01003YKY.tab	100000	0
M01003ZAR	True	M01003ZAR.tab	100000	0
M01003PR5	True	M01003PR5.tab	100000	0
M010049PX	True	M010049PX.tab	100000	0
M01003VPQ	True	M01003VPQ.tab	100000	0
M01003R6Z	True	M01003R6Z.tab	100000	0
M01003O4P	True	M01003O4P.tab	100000	0
M01003XVD	True	M01003XVD.tab	100000	0
M01003PJ0	True	M01003PJ0.tab	100000	0
M01003NC6	True	M01003NC6.tab	100000	0
M010042DZ	True	M010042DZ.tab	100000	0
M01000F2G	True	M01000F2G.tab	100000	0
M01003KZ0	True	M01003KZ0.tab	100000	0
M01003SSM	True	M01003SSM.tab	100000	0
M01003TFO	True	M01003TFO.tab	100000	0
M010006XU	True	M010006XU.tab	100000	0
M01000H1E	True	M01000H1E.tab	100000	0
M01004FB9	True	M01004FB9.tab	100000	0
M01003YLG	True	M01003YLG.tab	100000	0
M01003MPZ	True	M01003MPZ.tab	100000	0
M01003OS6	True	M01003OS6.tab	100000	0
M010041TI	True	M010041TI.tab	100000	0
M01000FAN	True	M01000FAN.tab	100000	0
M0100071A	True	M0100071A.tab	100000	0
M01000FDA	True	M01000FDA.tab	100000	0
M0100054Z	True	M0100054Z.tab	100000	0
M01003U62	True	M01003U62.tab	100000	0
M01000H1U	True	M01000H1U.tab	100000	0
M01003WHD	True	M01003WHD.tab	100000	0
M01000H7Q	True	M01000H7Q.tab	100000	0
M01003Z1X	True	M01003Z1X.tab	100000	0
M01003L5X	True	M01003L5X.tab	100000	0
M01003JOZ	True	M01003JOZ.tab	100000	0
M01003UZF	True	M01003UZF.tab	100000	0
M01003LYY	True	M01003LYY.tab	100000	0
M01003ZP9	True	M01003ZP9.tab	100000	0
M01003QAX	True	M01003QAX.tab	100000	0
M01000H8F	True	M01000H8F.tab	100000	0
M01003KSI	True	M01003KSI.tab	100000	0
M01003YGP	True	M01003YGP.tab	100000	0
M01003OBK	True	M01003OBK.tab	100000	0
M010040ET	True	M010040ET.tab	100000	0
M01003R57	True	M01003R57.tab	100000	0
M01003UC8	True	M01003UC8.tab	100000	0
M01003LUB	True	M01003LUB.tab	100000	0
M0100419Y	True	M0100419Y.tab	100000	0
M01003LFK	True	M01003LFK.tab	100000	0
M01003JUG	True	M01003JUG.tab	100000	0
M01000HU0	True	M01000HU0.tab	100000	0
M01003MWN	True	M01003MWN.tab	100000	0
M01003YA7	True	M01003YA7.tab	100000	0
M01000HKO	True	M01000HKO.tab	100000	0
M01003TUK	True	M01003TUK.tab	100000	0
M01003LHV	True	M01003LHV.tab	100000	0
M01003P2A	True	M01003P2A.tab	100000	0
M010007RX	True	M010007RX.tab	100000	0
M01000H94	True	M01000H94.tab	100000	0
M01004GCR	True	M01004GCR.tab	100000	0
M01003T6J	True	M01003T6J.tab	100000	0
M01003O73	True	M01003O73.tab	100000	0
M010008G5	True	M010008G5.tab	100000	0
M01000F88	True	M01000F88.tab	100000	0
M01000HG3	True	M01000HG3.tab	100000	0
M01004HYR	True	M01004HYR.tab	100000	0
M01000HKJ	True	M01000HKJ.tab	100000	0
M01000HM8	True	M01000HM8.tab	100000	0
M01000F8S	True	M01000F8S.tab	100000	0
M010006YU	True	M010006YU.tab	100000	0
M01004E76	True	M01004E76.tab	100000	0
M01003PH9	True	M01003PH9.tab	100000	0
M010042RG	True	M010042RG.tab	100000	0
M01003WU2	True	M01003WU2.tab	100000	0
M01004M0Y	True	M01004M0Y.tab	100000	0
M01003UP8	True	M01003UP8.tab	100000	0
M01003MJP	True	M01003MJP.tab	100000	0
M0100085W	True	M0100085W.tab	100000	0
M01003UZO	True	M01003UZO.tab	100000	0
M01003UPY	True	M01003UPY.tab	100000	0
M01004WNG	True	M01004WNG.tab	100000	0
M01003SZ3	True	M01003SZ3.tab	100000	0
M010006KW	True	M010006KW.tab	100000	0
M010007WC	True	M010007WC.tab	100000	0
M01000H8Z	True	M01000H8Z.tab	100000	0
M01003KP8	True	M01003KP8.tab	100000	0
M01000F5D	True	M01000F5D.tab	100000	0
M01003OPV	True	M01003OPV.tab	100000	0
M01003ZK5	True	M01003ZK5.tab	100000	0
M010007UT	True	M010007UT.tab	100000	0
M01003O87	True	M01003O87.tab	100000	0
M01000HRW	True	M01000HRW.tab	100000	0
M01003MNR	True	M01003MNR.tab	100000	0
M01000HD1	True	M01000HD1.tab	100000	0
M01003TXV	True	M01003TXV.tab	100000	0
M01003WYS	True	M01003WYS.tab	100000	0
M01003MX4	True	M01003MX4.tab	100000	0
M01003PN5	True	M01003PN5.tab	100000	0
M01000F83	True	M01000F83.tab	100000	0
M01000FGS	True	M01000FGS.tab	100000	0
M01004HA8	True	M01004HA8.tab	100000	0
M01003M4A	True	M01003M4A.tab	100000	0
M01000FL2	True	M01000FL2.tab	100000	0
M01003RU2	True	M01003RU2.tab	100000	0
M01003W76	True	M01003W76.tab	100000	0
M010043P9	True	M010043P9.tab	100000	0
M01000FM0	True	M01000FM0.tab	100000	0
M01003OP7	True	M01003OP7.tab	100000	0
M01003VJF	True	M01003VJF.tab	100000	0
M01003S5U	True	M01003S5U.tab	100000	0
M01003LWW	True	M01003LWW.tab	100000	0
M0100405S	True	M0100405S.tab	100000	0
M01003SXE	True	M01003SXE.tab	100000	0
M01000HB2	True	M01000HB2.tab	100000	0
M01003TZU	True	M01003TZU.tab	100000	0
M01003QJU	True	M01003QJU.tab	100000	0
M01003NPX	True	M01003NPX.tab	100000	0
M01000F4J	True	M01000F4J.tab	100000	0
M01000FA7	True	M01000FA7.tab	100000	0
M01004HT4	True	M01004HT4.tab	100000	0
M01003VQ8	True	M01003VQ8.tab	100000	0
M01003SAC	True	M01003SAC.tab	100000	0
M01003N26	True	M01003N26.tab	100000	0
M01003P3V	True	M01003P3V.tab	100000	0
M01003ZVT	True	M01003ZVT.tab	100000	0
M01003RXU	True	M01003RXU.tab	100000	0
M01003MNM	True	M01003MNM.tab	100000	0
M01000FKD	True	M01000FKD.tab	100000	0
M01003JPT	True	M01003JPT.tab	100000	0
M01003VU6	True	M01003VU6.tab	100000	0
M01003SCQ	True	M01003SCQ.tab	100000	0
M01003Y80	True	M01003Y80.tab	100000	0
M01003V99	True	M01003V99.tab	100000	0
M01004NFH	True	M01004NFH.tab	100000	0
M01003LXM	True	M01003LXM.tab	100000	0
M01003MEI	True	M01003MEI.tab	100000	0
M01003ZFK	True	M01003ZFK.tab	100000	0
M01003ZFU	True	M01003ZFU.tab	100000	0
M01003X7X	True	M01003X7X.tab	100000	0
M01003YK3	True	M01003YK3.tab	100000	0
M01000EY0	True	M01000EY0.tab	100000	0
M01003ORE	True	M01003ORE.tab	100000	0
M01003LC3	True	M01003LC3.tab	100000	0
M010041VG	True	M010041VG.tab	100000	0
M01003NA6	True	M01003NA6.tab	100000	0
M0100053V	True	M0100053V.tab	100000	0
M01003OM8	True	M01003OM8.tab	100000	0
M01003ZBD	True	M01003ZBD.tab	100000	0
M01003U8P	True	M01003U8P.tab	100000	0
M01003WIR	True	M01003WIR.tab	100000	0
M010007RE	True	M010007RE.tab	100000	0
M01003N7T	True	M01003N7T.tab	100000	0
M01000H2T	True	M01000H2T.tab	100000	0
M010040CX	True	M010040CX.tab	100000	0
M01004K4L	True	M01004K4L.tab	100000	0
M01003ZG7	True	M01003ZG7.tab	100000	0
M010007SY	True	M010007SY.tab	100000	0
M01003TBU	True	M01003TBU.tab	100000	0
M01003M51	True	M01003M51.tab	100000	0
M01000HK4	True	M01000HK4.tab	100000	0
M010006ZX	True	M010006ZX.tab	100000	0
M01003OX6	True	M01003OX6.tab	100000	0
M01003MU4	True	M01003MU4.tab	100000	0
M01004MPX	True	M01004MPX.tab	100000	0
M01003LYN	True	M01003LYN.tab	100000	0
M01003R8F	True	M01003R8F.tab	100000	0
M01004PXR	True	M01004PXR.tab	100000	0
M01003UQO	True	M01003UQO.tab	100000	0
M01003W45	True	M01003W45.tab	100000	0
M01003ORP	True	M01003ORP.tab	100000	0
M01003QYA	True	M01003QYA.tab	100000	0
M01000FWX	True	M01000FWX.tab	100000	0
M01003VTN	True	M01003VTN.tab	100000	0
M01003O6M	True	M01003O6M.tab	100000	0
M0100443F	True	M0100443F.tab	100000	0
M01000HON	True	M01000HON.tab	100000	0
M01003Q35	True	M01003Q35.tab	100000	0
M01003UCP	True	M01003UCP.tab	100000	0
M01000F3U	True	M01000F3U.tab	100000	0
M01003UFY	True	M01003UFY.tab	100000	0
M01003QZT	True	M01003QZT.tab	100000	0
M01000568	True	M01000568.tab	100000	0
